Frequency,Number,Vocabulary,Translation
9010,7.57,偶然,accidental
9011,7.57,家门,Home
9012,7.57,祥和,Peaceful
9013,7.57,林业局,Forestry
9014,7.57,黄土高原,Loess Plateau
9015,7.57,裁员,Lay off
9016,7.57,欧洲足联,European Football
9017,7.56,勘察,Survey
9018,7.56,平局,draw
9019,7.56,爬,climb
9020,7.56,身材,figure
9021,7.56,正规化,normalization
9022,7.56,水污染,Water pollution
9023,7.56,下放,Decentralize
9024,7.56,伞,umbrella
9025,7.56,真主党,Hezbower
9026,7.56,雷洁琼,Lei Jie Qiong
9027,7.55,五千,Five thousand
9028,7.55,中国科协,China Association
9029,7.55,居民区,Residential area
9030,7.55,邮,mail
9031,7.54,本省,Province
9032,7.54,亚太经济,Asia-Pacific Economy
9033,7.54,农贸市场,Agricultural Market
9034,7.54,运载火箭,Carrier
9035,7.54,供销,supply and marketing
9036,7.53,政绩,Political achievement
9037,7.53,破裂,rupture
9038,7.53,牧业,Husbandry
9039,7.53,物业,Property
9040,7.53,天然林,Natural forest
9041,7.53,道歉,Apologize
9042,7.53,手工,manual
9043,7.53,沈,Sink
9044,7.53,干脆,simply
9045,7.52,风尚,Fashion
9046,7.52,大体,in general
9047,7.52,路边,roadside
9048,7.52,人畜,Human animal
9049,7.52,门路,Gateway
9050,7.52,功臣,Hero
9051,7.52,分公司,Branch
9052,7.52,指南,guide
9053,7.52,图谋,Scheme
9054,7.52,定向,Orientation
9055,7.52,牢记,keep in mind
9056,7.52,冲刺,Sprint
9057,7.52,调试,debugging
9058,7.52,爱民,Love
9059,7.51,幼儿,Young child
9060,7.51,摊,Stall
9061,7.51,诚挚,sincere
9062,7.51,出战,Play
9063,7.51,回避,avoid
9064,7.51,自主经营,Independent operation
9065,7.51,偏僻,remote
9066,7.5,微弱,weak
9067,7.5,指令,instruction
9068,7.5,鲜艳,Bright
9069,7.5,建党,Establish a party
9070,7.5,袁伟民,Yuan Weimin
9071,7.49,查清,Check out
9072,7.49,全都,all
9073,7.49,兴致勃勃,Thrive
9074,7.49,遇难者,Victims
9075,7.49,新华社香港分社,"Xinhua News Agency, Hong Kong Branch"
9076,7.48,骨髓,marrow
9077,7.48,愈,Heal
9078,7.48,异,different
9079,7.48,二十四,twenty four
9080,7.48,文莱,Brunei
9081,7.48,染色体,chromosome
9082,7.48,穗,ear
9083,7.48,研究院,Research institute
9084,7.48,征税,tax
9085,7.47,减缓,Slow down
9086,7.47,开拓进取,Pioneering
9087,7.47,世界观,Worldview
9088,7.47,风波,Storm
9089,7.47,牛奶,milk
9090,7.47,景气,Boom
9091,7.47,滨,coast
9092,7.46,屡屡,repeatedly
9093,7.46,打败,defeat
9094,7.46,税利,Tax
9095,7.46,13亿,1.3 billion
9096,7.46,形态,form
9097,7.46,星火计划,Spark plan
9098,7.46,退税,Refund
9099,7.46,清算,Clear
9100,7.45,苏格兰,Scotland
9101,7.45,照明,illumination
9102,7.45,举起,lift
9103,7.45,韩国政府,Korean government
9104,7.44,第十九,nineteenth
9105,7.44,病例,Case
9106,7.44,参照,Refer
9107,7.44,2500万,25 million
9108,7.44,致电,Call
9109,7.44,束,bundle
9110,7.43,评论员,commentator
9111,7.43,送入,Send in
9112,7.43,模,mold
9113,7.43,元月,January
9114,7.43,拜年,pay a New Year call
9115,7.43,附,Attach
9116,7.43,二十二,twenty two
9117,7.43,丸,pill
9118,7.43,严寒,Cold
9119,7.42,恪守,Abide by
9120,7.42,天文台,observatory
9121,7.42,产物,product
9122,7.42,开车,drive
9123,7.42,在此期间,During this period
9124,7.42,皮革,leather
9125,7.41,涝,waterlogging
9126,7.41,商量,discuss
9127,7.41,噪音,noise
9128,7.41,幕,screen
9129,7.4,期刊,Journal
9130,7.4,威力,power
9131,7.4,扫除,remove
9132,7.4,保鲜,Preservation
9133,7.4,滚,roll
9134,7.4,跑到,Run to
9135,7.4,目睹,witness
9136,7.4,滩涂,Beach
9137,7.4,服务员,waiter
9138,7.39,技术装备,technical equipment
9139,7.39,这天,this day
9140,7.39,便民,Convenience
9141,7.39,财长,Finance manager
9142,7.39,垦区,Reclamation area
9143,7.39,称作,Be called
9144,7.39,呆,stay
9145,7.39,显现,appear
9146,7.39,岛上,Island
9147,7.39,老伴,Old companion
9148,7.39,上访,Petition
9149,7.39,骗,cheat
9150,7.38,赤,red
9151,7.38,瓜果,Fruits
9152,7.38,头条,Headline
9153,7.38,固体,solid
9154,7.38,别墅,villa
9155,7.37,卡洛斯,Carlos
9156,7.37,希伯伦,Heburn
9157,7.37,角球,Corner
9158,7.37,伦敦金属交易所,London Metal Exchange
9159,7.37,曲折,tortuous
9160,7.37,马列主义,Marxism
9161,7.37,体验,Experience
9162,7.37,精确,accurate
9163,7.37,何厚铧,He Yixiang
9164,7.36,学术界,academia
9165,7.36,自已,Sincere
9166,7.36,不一,Not
9167,7.36,进步奖,Progress Award
9168,7.36,光纤,optical fiber
9169,7.36,硬是,Hardness
9170,7.36,带到,Bring to
9171,7.36,酒会,Wine
9172,7.36,慈善,charitable
9173,7.36,持枪,Hold a gun
9174,7.36,几内亚,Guinea
9175,7.36,致信,Send a letter
9176,7.36,挑起,Pick up
9177,7.36,策,Policy
9178,7.36,用上,Use
9179,7.36,原子,atom
9180,7.35,巴西政府,Brazilian government
9181,7.35,清洗,Cleaning
9182,7.35,当月,Month
9183,7.35,援藏,Aid
9184,7.35,中小型,Small and medium
9185,7.35,常设,permanent
9186,7.35,班禅,Ban Zen
9187,7.34,并重,Pay more
9188,7.34,洪都拉斯,Honduras
9189,7.34,任用,appointment
9190,7.34,冈,Gang
9191,7.34,1・5,1 · 5
9192,7.34,探险,Adventure
9193,7.34,分厂,Branch factory
9194,7.34,肩,shoulder
9195,7.34,本土,Local
9196,7.34,动武,use force
9197,7.33,急救,first aid
9198,7.33,粮棉,Grain cotton
9199,7.33,瓦斯,gas
9200,7.33,日记,Journal
9201,7.32,日内,Within
9202,7.32,杀伤性,Killing
9203,7.32,售出,Sell
9204,7.32,茬,Stubble
9205,7.32,塔里木,Tarim
9206,7.32,凤,phoenix
9207,7.32,传说,legend
9208,7.32,保护价,Protectionism
9209,7.31,大都市,Metropolis
9210,7.31,市属,Municipal
9211,7.31,录用,Hire
9212,7.31,七十五,seventy-five
9213,7.31,发展史,Development history
9214,7.31,年率,Annual rate
9215,7.31,军委,Military committee
9216,7.31,全身,whole body
9217,7.31,当地人,Locals
9218,7.3,出院,Discharge
9219,7.3,派驻,Stand
9220,7.3,饮用,drink
9221,7.3,钦佩,admiration
9222,7.3,瓶颈,bottleneck
9223,7.3,尝到,Taste
9224,7.3,下院,At home
9225,7.3,中国体育代表团,China Sports Delegation
9226,7.3,公交,Bus
9227,7.29,绍,Sumptuous
9228,7.29,箭,arrow
9229,7.29,民革,Civil revolution
9230,7.29,弟弟,Little brother
9231,7.29,周转,turnover
9232,7.29,接壤,border
9233,7.29,潜艇,submarine
9234,7.29,火爆,Hot
9235,7.29,委会,Committee
9236,7.29,钻石,Diamond
9237,7.28,主编,Editor
9238,7.28,转机,Transfer
9239,7.28,透明,transparent
9240,7.28,以至,Even
9241,7.28,几十万,Hundreds of thousands
9242,7.28,穿过,Pass through
9243,7.27,单人,individual
9244,7.27,故居,former residence
9245,7.27,兼职,part time
9246,7.27,合计,total
9247,7.27,花圈,wreath
9248,7.27,中国工程院,Chinese Academy of Engineering
9249,7.27,白条,White strip
9250,7.27,经济部长,Economic minister
9251,7.27,题写,Write
9252,7.27,制药,Pharmaceutical
9253,7.27,束缚,Bind
9254,7.26,海岛,Island
9255,7.26,街上,Street
9256,7.26,深造,Deep
9257,7.26,劳动部门,Labor department
9258,7.26,西海,West Sea
9259,7.26,纹,Pattern
9260,7.26,锦,Brocade
9261,7.25,借款,loan
9262,7.25,地址,address
9263,7.25,病房,Ward
9264,7.25,自立,Self-reliance
9265,7.25,队名,Team Name
9266,7.25,本场,Field
9267,7.24,湛江,Zhanjiang
9268,7.24,挤出,Extrusion
9269,7.24,豆,bean
9270,7.24,哨所,Postage
9271,7.24,中药材,Chinese herbal medicine
9272,7.24,换届,Transcend
9273,7.23,铅球,Shot
9274,7.23,班组,team
9275,7.23,微波,microwave
9276,7.23,肝炎,hepatitis
9277,7.23,元素,element
9278,7.23,悄然,Quietly
9279,7.23,高效益,High-efficiency
9280,7.23,特地,specially
9281,7.23,透,through
9282,7.22,进口额,Import
9283,7.22,花生,peanut
9284,7.22,学业,School
9285,7.22,消费量,Consumption
9286,7.22,巨变,Giant change
9287,7.22,短跑,sprint
9288,7.22,最少,least
9289,7.22,令人瞩目,Remarkable
9290,7.22,庄稼,Crop
9291,7.22,个人赛,Individual match
9292,7.22,全国总工会,National Federation of Trade Unions
9293,7.22,中长期,Medium and long term
9294,7.22,核能,nuclear energy
9295,7.22,卫士,Guardianship
9296,7.22,铸,Cast
9297,7.22,东莞,Dongguan
9298,7.21,撤走,withdraw
9299,7.21,马吉德,Majid
9300,7.21,大搞,Bigger
9301,7.21,棒球,baseball
9302,7.21,址,site
9303,7.21,救治,Treat
9304,7.21,婚礼,wedding
9305,7.21,劫持,hijack
9306,7.21,紧急状态,Emergency state
9307,7.21,频道,Channel
9308,7.21,驱动,drive
9309,7.21,安曼,Aman
9310,7.2,集约化,intensification
9311,7.2,见效,Take effect
9312,7.2,组装,Assemble
9313,7.2,预算内,Budget
9314,7.2,赖,rely
9315,7.2,滚滚,Rolling
9316,7.2,果然,really
9317,7.2,出具,Issue
9318,7.2,科室,Department
9319,7.2,文选,anthology
9320,7.19,命中,Hit
9321,7.19,弃,abandoned
9322,7.19,买到,Bought
9323,7.19,忧,worry
9324,7.19,票价,fare
9325,7.19,夹,folder
9326,7.18,成交量,Transaction volume
9327,7.18,回乡,Return toiang
9328,7.18,扑,flutter
9329,7.18,大街小巷,Street alley
9330,7.18,亏损额,Loss
9331,7.18,部件,part
9332,7.18,路口,intersection
9333,7.18,南非队,South Africa
9334,7.18,摆放,Place
9335,7.18,卡拉季奇,Karaji
9336,7.17,甜,sweet
9337,7.17,民歌,folk song
9338,7.17,解放战争,Liberation war
9339,7.17,郑州市,Zhengzhou City
9340,7.17,禁令,ban
9341,7.17,萨利姆,Salim
9342,7.17,住宿,stay
9343,7.17,短池,Short pool
9344,7.17,体育场馆,gym
9345,7.17,三百,three hundred
9346,7.17,宁波市,Ningbo City
9347,7.17,附属,Affiliate
9348,7.17,擂台赛,Contest
9349,7.17,待业,Work
9350,7.17,每位,Each
9351,7.17,王治郅,Wang Zhi
9352,7.16,11亿,1.1 billion
9353,7.16,出示,show
9354,7.16,欣喜,happy
9355,7.16,老鼠,mouse
9356,7.16,做生意,Do business
9357,7.16,供货,Supply
9358,7.15,追加,Append
9359,7.15,散打,San
9360,7.15,奥运村,Olympic village
9361,7.15,聂卫平,Nie Weiping
9362,7.15,唐代,Tang Dynasty
9363,7.15,疟疾,malaria
9364,7.15,清华,Tsinghua
9365,7.15,电冰箱,refrigerator
9366,7.15,建树,Build a tree
9367,7.14,学子,Student
9368,7.14,南斯拉夫联盟,Yugoslavia
9369,7.14,美国公司,American company
9370,7.14,国际文传电讯社,International Wen Zhu Electric News Agency
9371,7.14,济南市,Jinan City
9372,7.14,下场,Next
9373,7.14,轻工业,light industry
9374,7.14,描述,describe
9375,7.14,欺骗,deceive
9376,7.14,主攻,Lead
9377,7.14,坚,Firm
9378,7.14,世界性,Worldwide
9379,7.14,习俗,custom
9380,7.14,一侧,Side
9381,7.13,科技园区,Science and Technology Park
9382,7.13,创收,Income
9383,7.13,不对,wrong
9384,7.13,排水,drain
9385,7.13,四十五,forty five
9386,7.13,夺魁,Won
9387,7.13,传达,convey
9388,7.13,桂林市,Guilin City
9389,7.13,过往,Past
9390,7.13,绳,rope
9391,7.13,备受,Have
9392,7.13,并存,coexist
9393,7.13,毁坏,destruction
9394,7.13,主角,main character
9395,7.13,伤病,Injuries
9396,7.12,欠佳,Poor
9397,7.12,企,Enterprise
9398,7.12,尊敬,Respect
9399,7.12,有的是,Some
9400,7.12,租用,Rent
9401,7.12,叶钊颖,Ye Weiying
9402,7.12,上山,Go up
9403,7.12,无公害,Pollution
9404,7.11,时常,often
9405,7.11,谢里夫,Sheriff
9406,7.11,团中央,Champion
9407,7.11,河南队,Henan team
9408,7.11,月饼,moon cake
9409,7.11,讯,News
9410,7.11,控制区,Control area
9411,7.11,秦皇岛,Qinhuangdao
9412,7.11,魂,soul
9413,7.11,主旋律,Main one
9414,7.11,考察团,Examiner
9415,7.1,财物,property
9416,7.1,过分,Overflow
9417,7.1,朝鲜队,North Korean team
9418,7.1,赛制,Condom
9419,7.1,宽带,Broadband
9420,7.1,渝,Chongqing
9421,7.1,投篮,Shoot
9422,7.1,处境,Situation
9423,7.1,猴,monkey
9424,7.1,牛羊,Cattle sheep
9425,7.1,支部,Branch
9426,7.1,突发,Burst
9427,7.09,死者,deceased
9428,7.09,就读,Attend
9429,7.09,迷信,superstitious
9430,7.09,克制,restraint
9431,7.09,锁,Lock
9432,7.09,签发,Sign
9433,7.09,够,enough
9434,7.08,必需,Required
9435,7.08,造船,shipbuilding
9436,7.08,兔,rabbit
9437,7.08,会员国,Member state
9438,7.08,秀丽,beautiful
9439,7.08,拉德,Rad
9440,7.08,保险业,Insurance
9441,7.08,通话,call
9442,7.08,葡萄牙队,Portuguese team
9443,7.08,王汉斌,Wang Hanbin
9444,7.08,核定,Approve
9445,7.07,功勋,Merit
9446,7.07,出局,Out
9447,7.07,鲁迅,Lu Xun
9448,7.07,念,read
9449,7.07,饥饿,hunger
9450,7.07,化纤,Chemical fiber
9451,7.07,上前,Forward
9452,7.07,想方设法,Look into way
9453,7.07,礼堂,hall
9454,7.07,服役,service
9455,7.07,养牛,Raise cattle
9456,7.07,放到,Put in
9457,7.06,演练,drill
9458,7.06,冶,Mixed
9459,7.06,入学率,admission rate
9460,7.06,火车站,train station
9461,7.06,教堂,church
9462,7.06,追踪,track
9463,7.06,体协,Sports Association
9464,7.06,长大,grow up
9465,7.05,运力,Capacity
9466,7.05,佩里,Perry
9467,7.05,三等奖,Third prize
9468,7.05,笑容,Smile
9469,7.05,村办,Village office
9470,7.05,平息,calm
9471,7.05,征服,conquer
9472,7.05,扎根,Root
9473,7.05,周到,thoughtful
9474,7.05,银川市,Yinchuan City
9475,7.05,男队,Male team
9476,7.05,踏,tread
9477,7.05,周岁,Old age
9478,7.04,俱乐部队,Club team
9479,7.04,温布尔登,Wimbleden
9480,7.04,羊毛,wool
9481,7.04,座座,Seat seat
9482,7.04,有价值,valuable
9483,7.04,勋章,medal
9484,7.04,曾庆红,Zeng Qinghong
9485,7.04,版权,copyright
9486,7.04,绘制,draw
9487,7.03,孤立,isolated
9488,7.03,荔枝,litchi
9489,7.03,默契,tacit agreement
9490,7.03,弊端,Disadvantage
9491,7.03,不通,Unhappy
9492,7.03,面粉,flour
9493,7.03,动向,trend
9494,7.03,自给,Self
9495,7.03,任教,Teach
9496,7.03,抬,lift
9497,7.03,教委,Tutorial committee
9498,7.03,改正,correct
9499,7.03,内心,heart
9500,7.03,影响力,Influence
9501,7.02,本轮,This wheel
9502,7.02,诗人,poet
9503,7.02,募捐,Fundraising
9504,7.01,三亚,Sanya
9505,7.01,嫌疑犯,Suspect
9506,7.01,培,Cultivate
9507,7.01,铁人,iron Man
9508,7,高血压,hypertension
9509,7,源源不断,Source continuous
9510,7,社民党,Socialist party
9511,7,真相,the truth
9512,7,倒卖,Sell
9513,7,人代会,Conference
9514,7,认同,Agree
9515,7,二十三,twenty-three
9516,7,津贴,allowance
9517,7,禽,birds
9518,7,礼仪,etiquette
9519,7,民委,Civil committee
9520,7,对子,Pair
9521,6.99,身穿,Wear
9522,6.99,飞碟,UFO
9523,6.99,横幅,Banner
9524,6.99,小浪底,Small wave
9525,6.99,运到,Transported to
9526,6.99,也就是,That is
9527,6.99,中型,Medium type
9528,6.99,一跃,Jump
9529,6.99,款待,Hospitality
9530,6.99,载有,Contain
9531,6.99,珠宝,Jewelry
9532,6.99,外销,Export
9533,6.99,淮,Huai
9534,6.98,布达拉宫,Potala Palace
9535,6.98,带入,Bring into
9536,6.98,总领事,General consul
9537,6.98,己,already
9538,6.97,全校,School
9539,6.97,熟练,skilled
9540,6.97,养鸡,Chicken
9541,6.97,采矿,mining
9542,6.97,歪曲,distort
9543,6.97,东风,Dongfeng
9544,6.97,焦,Focus
9545,6.97,宝座,throne
9546,6.97,经验教训,Lesson
9547,6.96,预备,preparation
9548,6.96,国民议会,National council
9549,6.96,杂,miscellaneous
9550,6.96,这儿,here
9551,6.96,侯,Hou
9552,6.95,接管,take over
9553,6.95,注,Note
9554,6.95,迪亚,Dia
9555,6.95,墨西哥城,Mexico City
9556,6.95,过剩,excess
9557,6.95,井冈山,Jinggangshan
9558,6.95,西红柿,tomato
9559,6.95,怪,Strange
9560,6.95,参股,Shares
9561,6.95,责任书,Responsibility
9562,6.94,河段,reach
9563,6.94,伪劣,Fake
9564,6.94,标题,title
9565,6.94,迟迟,Be late
9566,6.94,乐器,Musical instrument
9567,6.94,开行,Start
9568,6.94,人大常委会,People's Congress Standing Committee
9569,6.94,爆出,Explode
9570,6.94,过快,Too fast
9571,6.94,要是,if
9572,6.94,根源,source
9573,6.94,渣,Slag
9574,6.94,歌剧,opera
9575,6.93,帽,cap
9576,6.93,是不是,Yes or no
9577,6.93,中小学校,Primary and secondary school
9578,6.93,无比,Incomparable
9579,6.93,享年,Annual
9580,6.93,间断,Interruption
9581,6.93,前些年,Previous year
9582,6.93,定额,quota
9583,6.93,中国工商银行,ICBC
9584,6.92,选用,Choose
9585,6.92,男排,Male row
9586,6.92,谋,seek
9587,6.92,上阵,Get in battle
9588,6.92,餐厅,Dinning room
9589,6.92,货款,Payment
9590,6.92,北京国安队,Beijing Guoan Team
9591,6.92,导师,tutor
9592,6.92,燃气,Gas
9593,6.92,长年,Long-term
9594,6.92,自有,Own
9595,6.91,中联部,Zhonglian Department
9596,6.91,情谊,Friendship
9597,6.91,坚守,hold fast
9598,6.91,肺,lung
9599,6.91,出自,Come from
9600,6.91,光学,Optical
9601,6.91,马约,Horse
9602,6.91,拉萨市,Lhasa City
9603,6.91,位数,Bit number
9604,6.91,完美,Perfect
9605,6.91,长廊,gallery
9606,6.9,受阻,Blocked
9607,6.9,国籍,Country of Citizenship
9608,6.9,拜会,call
9609,6.9,马术,Equestrian
9610,6.9,哈萨克,Kazakh
9611,6.9,出事,Accident
9612,6.9,留给,Leave
9613,6.9,重现,Reproduce
9614,6.9,差不多,almost
9615,6.9,三八,Three eight
9616,6.9,要闻,News
9617,6.89,乡政府,Township government
9618,6.89,变相,Change
9619,6.88,美誉,Reputation
9620,6.88,齐心协力,Work together
9621,6.88,琳,Rinse
9622,6.88,保级,Advancement
9623,6.88,打伤,Injure
9624,6.88,大王,King
9625,6.88,资本主义,Capitalism
9626,6.88,中央人民广播电台,People's Central Broadcasting Station
9627,6.88,黄色,yellow
9628,6.87,拦截,Intercept
9629,6.87,食用菌,Edible bacteria
9630,6.87,架次,Rack
9631,6.86,性格,character
9632,6.86,耕,Plow
9633,6.86,医师,Physician
9634,6.86,领到,Receive
9635,6.86,崇尚,advocate
9636,6.86,是非,Be no
9637,6.86,苏南,Southern Southern
9638,6.86,休假,take a vacation
9639,6.86,说起,Talk
9640,6.85,潜心,Depart
9641,6.85,候补委员,Candidate committee
9642,6.85,亨,Homb
9643,6.85,菜农,vegetable
9644,6.85,欢呼,cheer
9645,6.85,上课,Attend class
9646,6.84,废气,Exhaust gas
9647,6.83,丘陵,hills
9648,6.83,做为,Be
9649,6.83,清新,Fresh
9650,6.83,越共,More
9651,6.83,贴近,Close
9652,6.83,雄风,Gland
9653,6.83,轨,rail
9654,6.83,音响,Audio
9655,6.83,利维,Livi
9656,6.83,怎么办,what to do
9657,6.83,月中,Moon
9658,6.83,露,dew
9659,6.83,运动队,Sports team
9660,6.83,扑灭,put out
9661,6.82,彩票,Lottery ticket
9662,6.82,朱琳,Lin ZHU
9663,6.82,后于,Behind
9664,6.82,大伙,Gang
9665,6.82,驻守,Stationed
9666,6.82,泉州,Quanzhou
9667,6.82,赞叹,Admire
9668,6.82,政企,Political enterprise
9669,6.81,多么,how
9670,6.81,目的地,destination
9671,6.81,敲,knock
9672,6.81,中国证监会,China Securities Regulatory Commission
9673,6.81,程思远,Cheng Siyuan
9674,6.81,租金,rent
9675,6.81,桩,pile
9676,6.81,停业,Suspend business
9677,6.8,60亿,6 billion
9678,6.8,尔后,Later
9679,6.8,重振,Revitalize
9680,6.8,寻,Searching
9681,6.8,只用,Only use
9682,6.8,中南,Central
9683,6.8,展销会,Trade fair
9684,6.8,美容,cosmetic
9685,6.8,前世,Past
9686,6.8,落入,fall into
9687,6.8,白血病,leukemia
9688,6.8,岩石,rock
9689,6.8,冰川,glacier
9690,6.8,跳高,high jump
9691,6.8,民建,Civil construction
9692,6.79,浮动,float
9693,6.79,先期,In a period
9694,6.79,退还,return
9695,6.79,沙尘暴,Sandstorm
9696,6.79,奥斯陆,Oslo
9697,6.79,找出,Find out
9698,6.79,宜昌,Yichang
9699,6.78,体改委,Physical Improvement Committee
9700,6.78,昆明市,Kunming City
9701,6.78,种菜,Vegetables
9702,6.78,钥匙,key
9703,6.78,在校生,School student
9704,6.78,样子,Look
9705,6.78,国策,national policy
9706,6.78,售后服务,After-sales service
9707,6.77,微软,Microsoft
9708,6.77,防灾,Disaster prevention
9709,6.77,搜寻,search
9710,6.77,集市,market
9711,6.77,远洋,Ocean
9712,6.77,保罗,Paul
9713,6.77,便捷,Convenient
9714,6.77,刺,prick
9715,6.77,肆虐,Ravage
9716,6.76,奔波,Rush
9717,6.76,寒冷,cold
9718,6.76,浓度,concentration
9719,6.76,功率,power
9720,6.76,各具特色,Various characteristics
9721,6.76,贸易中心,trading center
9722,6.76,制剂,preparation
9723,6.76,侵蚀,erosion
9724,6.76,公主,Princess
9725,6.76,贝克尔,Becker
9726,6.76,定购,Order
9727,6.76,写出,Write out
9728,6.76,增资,Capital increase
9729,6.76,亲友,Relatives and friends
9730,6.76,假期,Holiday
9731,6.76,已故,the late
9732,6.75,精选,Selection
9733,6.75,营业员,Salesperson
9734,6.75,丰厚,rich
9735,6.75,首饰,jewelry
9736,6.75,预委会,Pre-committee
9737,6.75,京都,Kyoto
9738,6.75,用药,Medication
9739,6.75,实战,Actual combat
9740,6.75,预警,Warning
9741,6.75,外科,surgical
9742,6.74,保管,custody
9743,6.74,港人治港,Hong Kong people
9744,6.74,通信网,Communication network
9745,6.74,希德,Hide
9746,6.74,跳伞,parachute
9747,6.74,华裔,Chinese
9748,6.74,晨,morning
9749,6.74,万里,Miles
9750,6.74,署名,signature
9751,6.74,25亿,25 billion
9752,6.74,锐减,Sharp reduction
9753,6.74,海里,Sea
9754,6.74,中国奥委会,Chinese Olympic Committee
9755,6.74,中央纪委,Central Commission for Discipline Inspection
9756,6.74,居然,Actually
9757,6.74,责,responsibility
9758,6.73,出线权,Exquight
9759,6.73,骗取,cheat
9760,6.73,慎重,careful
9761,6.73,观摩,Observe
9762,6.73,化验,assay
9763,6.72,样板,Template
9764,6.72,珍品,Treasure
9765,6.72,报考,Apply for a test
9766,6.72,夏令营,Summer camp
9767,6.72,自律,self-discipline
9768,6.72,集散地,Distribute
9769,6.72,金大中,Golden University
9770,6.72,通讯社,news agency
9771,6.72,武装部队,Armed forces
9772,6.72,编队,formation
9773,6.71,年头,year
9774,6.71,体积,volume
9775,6.71,克林顿政府,Clinton Government
9776,6.71,北爱尔兰,Northern Ireland
9777,6.71,兰州市,Lan'Zhou City
9778,6.71,泪水,Tear
9779,6.71,实时,real time
9780,6.71,环球,global
9781,6.71,激起,Provoke
9782,6.71,低价,Low price
9783,6.71,状元,Champion
9784,6.71,子弟兵,Extortion
9785,6.71,摄像机,Camera
9786,6.71,不服,Uncomfort
9787,6.71,旅居,Residence
9788,6.7,鲜血,Bloody
9789,6.7,谷利源,Guanyuan
9790,6.7,信息网,Information network
9791,6.7,午夜,midnight
9792,6.7,发售,Sell
9793,6.7,强迫,force
9794,6.7,三北,Three-north
9795,6.7,教职工,Faculty
9796,6.7,能人,Can
9797,6.7,厂矿,Factory mine
9798,6.7,减税,Tax reduction
9799,6.7,格林,Green
9800,6.69,早早,Early morning
9801,6.69,林立,Forestry
9802,6.69,四面八方,in all directions
9803,6.69,隶属,Affiliated
9804,6.69,孵化,incubation
9805,6.69,梯田,Terraces
9806,6.69,构,Construct
9807,6.69,瓷,porcelain
9808,6.69,江总书记,General Secretary Jiang
9809,6.69,狠,ruthless
9810,6.69,简直,simply
9811,6.69,恒生,Hang Seng
9812,6.69,犯人,Prisoner
9813,6.68,头部,head
9814,6.68,蟹,crab
9815,6.68,鞍山市,Anshan City
9816,6.68,奖项,Award
9817,6.68,收看,Watch
9818,6.68,择优,Choose
9819,6.67,厄尔尼诺,El Niño
9820,6.67,女童,Girl
9821,6.67,抬头,look up
9822,6.67,陈希同,Chen Xi
9823,6.67,金克尔,Gold
9824,6.67,腰,waist
9825,6.67,垫,pad
9826,6.67,既然,now that
9827,6.67,头上,Head
9828,6.66,保加利亚队,Bulgarian team
9829,6.66,产销率,Production and marketing rate
9830,6.66,市容,City
9831,6.66,采伐,Harvest
9832,6.66,高高,High high
9833,6.66,课题组,Topic group
9834,6.66,高价,High price
9835,6.66,中央党校,Central Party School
9836,6.66,人间,world
9837,6.65,停车,parking
9838,6.65,出门,Go out
9839,6.65,岛屿,islands
9840,6.65,存放,Store
9841,6.65,署,Department
9842,6.65,览,See
9843,6.65,怀念,Miss
9844,6.65,搜查,search
9845,6.64,仪表,meter
9846,6.64,海口市,Haikou
9847,6.64,靖国,Yasuki
9848,6.64,克族,Kka
9849,6.64,救护,Rescue
9850,6.64,跆拳道,Taekwondo
9851,6.64,慢慢,Slowly
9852,6.64,面值,face value
9853,6.63,生态系统,ecosystem
9854,6.63,录象,Video
9855,6.63,今冬,This winter
9856,6.63,出口国,export country
9857,6.63,快攻,Fast attack
9858,6.63,没人,no one
9859,6.63,卓,Zhuo
9860,6.63,日产量,Daily production
9861,6.63,渐,gradually
9862,6.63,哈斯,Has
9863,6.63,公仆,Public servant
9864,6.62,流氓,rogue
9865,6.62,随行,Accompany
9866,6.62,仰泳,Retro
9867,6.62,国税,National tax
9868,6.62,春风,spring breeze
9869,6.62,第7,Seventh
9870,6.62,三千,Three thousand
9871,6.62,卡比拉,Kabila
9872,6.62,郑重,Solemnity
9873,6.62,态,state
9874,6.62,自由式,Freestyle
9875,6.62,农牧区,Farmers
9876,6.62,明亮,Bright
9877,6.61,重奖,Reward
9878,6.61,比率,ratio
9879,6.61,尺,ruler
9880,6.61,检索,Retrieve
9881,6.61,听证会,Hearings
9882,6.61,德黑兰,Tehran
9883,6.61,名胜区,Raceful area
9884,6.61,关头,Shut down
9885,6.61,哥伦比亚队,Columbia team
9886,6.6,监督员,Supervisor
9887,6.6,南京大屠杀,Nanjing Massacre
9888,6.6,斯德哥尔摩,Stockholm
9889,6.6,主产区,Property area
9890,6.6,主人翁,Owner
9891,6.6,营救,rescue
9892,6.6,废止,Abolish
9893,6.6,17万,"170,000"
9894,6.6,电机,Motor
9895,6.6,保守,keep
9896,6.6,严明,Strict
9897,6.6,臭氧,ozone
9898,6.6,板块,Sector
9899,6.6,开挖,Excavate
9900,6.6,践踏,trample
9901,6.6,聘任,Appoint
9902,6.6,银行业,banking
9903,6.6,尖锐,sharp
9904,6.6,国安队,Guoan team
9905,6.59,龄,age
9906,6.59,现阶段,At present
9907,6.59,外经贸,Foreign Trade
9908,6.59,回扣,rebate
9909,6.59,就近,nearby
9910,6.59,揭,Unveiled
9911,6.59,乌拉圭队,Uruguay team
9912,6.59,大河,River
9913,6.58,珍视,value
