Frequency,Number,Vocabulary,Translation,Pinyin
8386,8.42,分期,Installment,fēnqī
8387,8.42,罗马尼亚队,Romanian team,Luómǎníyà
8388,8.42,宜,should,yí
8389,8.42,红牌,Red card,hóngpái
8390,8.42,减亏,Lose a loss,jiǎnkuī
8391,8.42,一经,Once,yījīng
8392,8.41,交易额,Transaction amount,jiāoyì'é
8393,8.41,孙杰,Sun Jie,sūn
8394,8.41,打捞,salvage,dǎlāo
8395,8.41,日常生活,Daily life,rìcháng
8396,8.41,飞速,Flying speed,fēisù
8397,8.41,输出国,Output country,shūchū
8398,8.4,友协,Friends Association,yǒu
8399,8.4,磁,magnetic,cí
8400,8.4,社会制度,Social system,shèhuì
8401,8.4,聘用,Hire,pìnyòng
8402,8.39,北极,Arctic,běijí
8403,8.39,无缘,Misuse,wúyuán
8404,8.39,产地,Origin,chǎndì
8405,8.39,竞,Compete,jìng
8406,8.39,稳健,steady,wěnjiàn
8407,8.39,进城,Enter the city,jìnchénɡ
8408,8.38,哈桑,Hassan,hā
8409,8.38,妨碍,Obstruct,fáng'ài
8410,8.38,劣质,Inferior quality,lièzhì
8411,8.38,反应堆,reactor,fǎnyìngduī
8412,8.38,女孩,girl,nǚháir
8413,8.38,视野,Vision,shìyě
8414,8.37,该报,This newspaper,gāi
8415,8.37,拳王,Fist,quánwáng
8416,8.37,开垦,reclamation,kāikěn
8417,8.37,弗雷,Fre,fú
8418,8.37,途经,via,tújīng
8419,8.37,上个月,last month,shǎng
8420,8.37,欢庆,Celebrate,huānqìng
8421,8.37,鸡蛋,egg,jīdàn
8422,8.36,轮值,Wheel value,lúnzhí
8423,8.36,芬兰队,Finnish team,Fēnlán
8424,8.36,造价,Cost,zàojià
8425,8.36,离休,Leave,líxiū
8426,8.36,班长,Squad leader,bānzhǎng
8427,8.36,自然环境,Natural environment,zìrán
8428,8.35,等候,waiting,děnghòu
8429,8.35,新村,New village,xīncūn
8430,8.35,黄牌,Yellow card,huángpái
8431,8.35,升值,appreciation,shēngzhí
8432,8.35,拖延,procrastination,tuōyán
8433,8.35,分级,Grade,fēnjí
8434,8.35,助手,assistant,zhùshǒu
8435,8.35,塞尔维亚共和国,Republic of Serbia,Sài'ěrwéiyà
8436,8.34,办公楼,Office building,bànɡōnɡlóu
8437,8.34,高尔夫球,golf,gāo'ěrfūqiú
8438,8.34,杨明,Yang Ming,yáng
8439,8.34,合力,Synergistic,hélì
8440,8.34,记忆,memory,jìyì
8441,8.34,秋天,autumn,qiūtiān
8442,8.34,陈旧,obsolete,chénjiù
8443,8.34,工序,Process,gōngxù
8444,8.34,该省,Province,gāi
8445,8.33,授,Award,shòu
8446,8.33,揭示,reveal,jiēshì
8447,8.33,防空,air defense,fángkōng
8448,8.33,霍乱,cholera,huòluàn
8449,8.33,勤奋,diligent,qínfèn
8450,8.33,美联社,Associated Press,Měiliánshè
8451,8.33,臭氧层,Ozone layer,chòuyǎngcéng
8452,8.33,土库曼斯坦,Turkmenistan,Tǔkùmànsītǎn
8453,8.33,周密,careful,zhōumì
8454,8.32,城建,Urban construction,chéngjiàn
8455,8.32,酸,acid,suān
8456,8.32,中低产田,Medium and low yield,zhōnɡ-dīchǎntián
8457,8.32,少量,Small amount,shǎoliàng
8458,8.32,防疫,epidemic prevention,fángyì
8459,8.32,心灵,soul,xīnlíng
8460,8.32,大法,Dafa,dàfǎ
8461,8.32,台币,Taiwanese,tāi
8462,8.32,来往,Come and come,láiwǎng
8463,8.31,本领,ability,běnlǐng
8464,8.31,悄悄,quietly,qiāoqiāo
8465,8.31,特邀,Invite,tèyāo
8466,8.31,陆军,army,lùjūn
8467,8.3,归属,Attribute,guīshǔ
8468,8.3,客流,Passenger flow,kèliú
8469,8.3,廉,inexpensive,lián
8470,8.3,票据,bill,piàojù
8471,8.3,汛期,flood season,xùnqī
8472,8.29,就绪,Ready,jiùxù
8473,8.29,育苗,Seedling,yùmiáo
8474,8.29,杀人,kill,shārén
8475,8.29,良机,Opportunity,liángjī
8476,8.28,高等级,High level,gāoděng
8477,8.28,携,carry,xié
8478,8.28,帽子,hat,màozi
8479,8.27,稻田,paddy,dàotián
8480,8.27,前卫,Avant-garde,qiánwèi
8481,8.27,内政部长,Minister of internal affairs,nèizhèng
8482,8.27,砸,Smash,zá
8483,8.27,马尼拉,Manila,Mǎnílā
8484,8.26,亲身,personally,qīnshēn
8485,8.26,人流,Abortion,rénliú
8486,8.26,执委会,Committee,zhí
8487,8.26,写道,Write,xiě
8488,8.26,旱灾,drought,hànzāi
8489,8.25,税金,Taxation,shuìjīn
8490,8.25,雕,Vulture,diāo
8491,8.25,18万,"180,000",|
8492,8.25,卫,guard,wèi
8493,8.25,决定性,decisive,juédìngxìng
8494,8.24,下面,under,xiàmiàn
8495,8.24,核实,Verify,héshí
8496,8.24,闸,brake,zhá
8497,8.24,约翰・,John,yāo
8498,8.24,贾庆林,Jia Qinglin,gǔ
8499,8.24,韩元,won,hán
8500,8.24,科学化,Scientific,kēxué
8501,8.24,男子组,Men's group,nánzǐ
8502,8.23,卷入,Involve,juǎnrù
8503,8.23,分管,Branch,fēnguǎn
8504,8.23,劣,inferior,liè
8505,8.23,空运,air transport,kōngyùn
8506,8.23,复线,Complex,fùxiàn
8507,8.23,计量,Measurement,jìliàng
8508,8.23,轮椅,wheelchair,lúnyǐ
8509,8.23,石家庄市,Shijiazhuang City,Shíjiāzhuānɡ
8510,8.23,集成,integrated,jíchéng
8511,8.23,该厂,Factory,gāi
8512,8.22,厦门市,Xiamen City,xià
8513,8.22,罚球,penalty,fáqiú
8514,8.22,有毒,poisonous,yǒudú
8515,8.21,贺信,Congratulate,hèxìn
8516,8.21,转到,Go to,zhuǎi
8517,8.21,海尔,Haier,hǎi
8518,8.21,餐馆,Restaurant,cānguǎn
8519,8.21,二等奖,second prize,èrděnɡ
8520,8.21,废除,abolition,fèichú
8521,8.21,射手,Shooter,shèshǒu
8522,8.21,伤势,Injury,shāngshì
8523,8.2,仓储,Warehousing,cāngchǔ
8524,8.2,标识,Logo,biāozhì
8525,8.19,州长,Governor,zhōuzhǎnɡ
8526,8.19,常见,common,chánɡjiàn
8527,8.19,中关村,Zhongguancun,zhōng
8528,8.19,熊,Bear,xióng
8529,8.19,天津队,Tianjin team,Tiānjīn
8530,8.18,行走,walk,xíngzǒu
8531,8.18,产出,output,chǎnchū
8532,8.18,缅怀,Remember,miǎnhuái
8533,8.18,逢,Meet,féng
8534,8.18,主流,Mainstream,zhǔliú
8535,8.18,裁定,Ruling,cáidìng
8536,8.18,书写,write,shūxiě
8537,8.18,女篮,Woman basket,nǚlán
8538,8.18,博士生,Doctoral student,bóshìshēng
8539,8.18,微生物,microorganism,wēishēngwù
8540,8.17,里约热内卢,Rio de Janeiro,Lǐyuērènèilú
8541,8.17,上报,Report,shàngbào
8542,8.17,雇员,employee,gùyuán
8543,8.17,附加,Additional,fùjiā
8544,8.17,完好,intact,wánhǎo
8545,8.17,电报,telegraph,diànbào
8546,8.17,波特,Potter,bō
8547,8.16,吉林队,Jilin team,Jílín
8548,8.16,表态,State,biǎotài
8549,8.16,展销,Trade,zhǎnxiāo
8550,8.16,债权,Creditor,zhàiquán
8551,8.16,共同体,community,gòngtóngtǐ
8552,8.16,国家标准,National standard,guójiā
8553,8.16,讲解,explain,jiǎngjiě
8554,8.15,项目区,Project area,xiàngmù
8555,8.15,吉隆坡,Kuala Lumpur,Jílónɡpō
8556,8.15,拯救,save,zhěngjiù
8557,8.15,哭,cry,kū
8558,8.15,通关,Clearance,tōngguān
8559,8.15,港商,Hong Kong businessman,gǎngshāng
8560,8.15,得手,succeed,déshǒu
8561,8.15,屡,repeatedly,lǚ
8562,8.15,飘扬,Flutter,piāoyáng
8563,8.15,以北,North,yǐ
8564,8.15,修路,Repair road,xiūlù
8565,8.15,总政治部,General Political Department,zǒnɡzhènɡzhìbù
8566,8.14,全球性,Global,quánqiúxìng
8567,8.14,赛艇,Row,sàitǐng
8568,8.14,有史以来,Ever,yǒushǐyǐlái
8569,8.14,蓄,Store,xù
8570,8.13,唐山市,Tangshan City,táng
8571,8.13,姚明,Yao Ming,yáo
8572,8.13,大麻,marijuana,dàmá
8573,8.13,里程碑,milestone,lǐchéngbēi
8574,8.13,激情,Passion,jīqíng
8575,8.13,暗杀,Assassinate,ànshā
8576,8.13,豪,Foster,háo
8577,8.12,指战员,Arms,zhǐ-zhànyuán
8578,8.12,彗星,comet,huìxīng
8579,8.11,大宗,Big,dàzōng
8580,8.11,涛,Turtle,tāo
8581,8.11,鄂,Hub,è
8582,8.11,泡,Bubble,pāo
8583,8.11,浅,shallow,jiān
8584,8.11,盗,Stolen,dào
8585,8.11,拟定,Formulate,nǐdìng
8586,8.1,保税区,Bonded area,bǎoshuìqū
8587,8.1,成倍,Twice,chéngbèi
8588,8.1,先是,First,xiānshì
8589,8.1,欢快,Cheerful,huānkuài
8590,8.1,上马,Horses,shàngmǎ
8591,8.1,来京,Come to Beijing,lái
8592,8.1,700万,7 million,lái
8593,8.1,蓝色,blue,lánsè
8594,8.1,树种,species,shùzhǒng
8595,8.1,维吾尔族,Uighur,wéiwú'ěrzú
8596,8.1,壮观,Spectacular,zhuàngguān
8597,8.1,膨胀,Expand,péngzhàng
8598,8.1,提拔,promoted,tíbá
8599,8.09,天文,astronomical,tiānwén
8600,8.09,传销,Pyramid scheme,chuánxiāo
8601,8.09,林业部,Forestry department,línyè
8602,8.09,磷,phosphorus,lín
8603,8.09,成品油,Refined oil,chéngpǐn
8604,8.09,四方,Four-party,sìfāng
8605,8.08,长沙市,Changsha City,Chánɡshā
8606,8.08,谱写,Write,pǔxiě
8607,8.08,舱,cabin,cāng
8608,8.08,购房,Buy a house,gòu
8609,8.08,14万,"140,000",gòu
8610,8.07,弹药,ammunition,dànyào
8611,8.07,珠峰,Everest,zhūfēng
8612,8.07,夜晚,night,yèwǎn
8613,8.07,神州,Shenzhou,shénzhōu
8614,8.07,举足轻重,Lifetime,jǔzú-qīngzhòng
8615,8.07,地区性,Regional,dìqū
8616,8.07,上海申花队,Shanghai Shenhua team,Shànɡhǎi
8617,8.07,正好,Just,zhènghǎo
8618,8.07,珍珠,Pearl,zhēnzhū
8619,8.07,看作,Be regarded as,kànzuò
8620,8.06,里海,Continental sea,Lǐhǎi
8621,8.06,入网,Network,rùwǎng
8622,8.06,读物,Reading,dúwù
8623,8.06,逛,visit,guàng
8624,8.06,定价,Pricker,dìngjià
8625,8.06,创纪录,make a record,chuàngjìlù
8626,8.06,国歌,National anthem,guógē
8627,8.05,俺,俺,ǎn
8628,8.05,偏远,remote,piānyuǎn
8629,8.05,柱,column,zhù
8630,8.05,称之为,Be called,chèn
8631,8.05,医疗队,Medical team,yīliáoduì
8632,8.05,镜,mirror,jìng
8633,8.05,风筝,Kite,fēngzheng
8634,8.05,职员,staff,zhíyuán
8635,8.05,高空,high altitude,gāokōng
8636,8.05,9万,"90,000",gāokōng
8637,8.05,两旁,Two sides,liǎngpáng
8638,8.05,8000万,80 million,liǎngpáng
8639,8.05,台球,billiards,táiqiú
8640,8.05,仅仅是,Just,jǐnjǐn
8641,8.05,灭火,Extinguishing,mièhuǒ
8642,8.05,调查组,Investigation group,diàocházǔ
8643,8.05,谱,Spectrum,pǔ
8644,8.04,联合体,Uniform,liánhétǐ
8645,8.04,加蓬,Gabon,Jiāpénɡ
8646,8.04,核电,nuclear power,hédiàn
8647,8.04,家用,Household,jiāyòng
8648,8.04,十九,nineteen,shí
8649,8.04,过渡期,Transition period,ɡuòdùqī
8650,8.04,肌肉,muscle,jīròu
8651,8.04,转轨,Transition,zhuǎnguǐ
8652,8.04,默默,silently,mòmò
8653,8.04,文化节,Cultural Festival,wénhuà
8654,8.04,否定,negative,fǒudìng
8655,8.03,交火,Crossfire,jiāohuǒ
8656,8.03,帝国主义,imperialism,dìguó
8657,8.03,导游,Tourist guide,dǎoyóu
8658,8.03,废物,waste,fèiwù
8659,8.03,讲究,Pay attention,jiǎngjiu
8660,8.03,演变,Evolution,yǎnbiàn
8661,8.02,包含,Include,bāohán
8662,8.02,大山,Mountain,dà
8663,8.02,水文,Hydrology,shuǐwén
8664,8.02,子弹,bullet,zǐdàn
8665,8.02,挺,very,tǐng
8666,8.02,自负盈亏,Self-loss,zìfù
8667,8.02,华尔街,Wall Street,huá'ěrjiē
8668,8.02,启示,Revelation,qǐshì
8669,8.02,城里,In the city,chénglǐ
8670,8.01,能不能,Can you,néng
8671,8.01,一亿,One million,yī
8672,8.01,第6,number 6,dì
8673,8.01,探测器,detector,tàncèqì
8674,8.0,对立,opposition,duìlì
8675,8.0,怀抱,embrace,huáibào
8676,7.99,一九九二,Ninety two,yī
8677,7.99,毅然,Resolutely,yìrán
8678,7.99,维生素,Vitamin,wéishēngsù
8679,7.99,自强,Self-improvement,zìqiáng
8680,7.99,领奖台,Podium,lǐnɡjiǎnɡ
8681,7.99,油画,painting,yóuhuà
8682,7.99,不法,illegal,bùfǎ
8683,7.99,两者,Both,liǎngzhě
8684,7.99,丑闻,scandal,chǒuwén
8685,7.99,城市化,Urbanization,chéngshìhuà
8686,7.99,忙碌,Busy,mánglù
8687,7.99,设法,try,shèfǎ
8688,7.98,由衷,sincere,yóuzhōng
8689,7.98,爸爸,dad,bàba
8690,7.98,伊万,Ivan,yī
8691,7.98,令人满意,Satisfactory,líng
8692,7.97,承建,Construct,chéngjiàn
8693,7.97,风雨,wind and rain,fēngyǔ
8694,7.97,伍,Work,wǔ
8695,7.97,执业,Practice,zhíyè
8696,7.97,领队,Leader,lǐngduì
8697,7.97,俩,both,liǎ
8698,7.97,旁边,beside,pángbiān
8699,7.97,孟,Monk,mèng
8700,7.97,辖,Administration,xiá
8701,7.96,曙光,Dawn,shǔguāng
8702,7.96,防卫,defensive,fángwèi
8703,7.96,现存,Existing,xiàncún
8704,7.96,嘉,Bust,jiā
8705,7.96,牡丹,peony,mǔdān
8706,7.96,猎,hunting,liè
8707,7.96,王楠,Wang Nan,wáng
8708,7.96,1月份,January,wáng
8709,7.96,配方,formula,pèifāng
8710,7.96,荣,Prostitute,róng
8711,7.96,远东,Far East,yuǎndōng
8712,7.96,涨价,Price increase,zhǎngjià
8713,7.96,选育,breeding,xuǎnyù
8714,7.96,科长,Section,kēzhǎnɡ
8715,7.95,特大型,Extra large,tèdà
8716,7.95,否,no,fǒu
8717,7.95,民政,Civil affairs,mínzhèng
8718,7.95,名优,Famous excellent,míngyōu
8719,7.95,息,interest,xī
8720,7.95,防护,Protection,fánghù
8721,7.95,那天,That day,nā
8722,7.95,进修,Study,jìnxiū
8723,7.95,机床,machine tool,jīchuáng
8724,7.94,凭证,certificate,píngzhèng
8725,7.94,盲人,blind,mángrén
8726,7.94,疫情,epidemic,yìqíng
8727,7.94,据称,Alleged,jùchēng
8728,7.94,警戒,alert,jǐngjiè
8729,7.94,硅,silicon,guī
8730,7.94,西亚,West Asia,xīyà
8731,7.94,欣慰,Gratified,xīnwèi
8732,7.94,泥沙,Sediment,níshā
8733,7.94,交替,alternately,jiāotì
8734,7.93,免去,Exemption,miǎnqù
8735,7.93,金正日,King Jongri,jīn
8736,7.93,人造,Artificial,rénzào
8737,7.93,11月份,November,rénzào
8738,7.93,警力,Police force,jǐnglì
8739,7.93,浦,Pump,pǔ
8740,7.93,构建,Construct,gòujiàn
8741,7.93,学费,tuition fee,xuéfèi
8742,7.93,信箱,mailbox,xìnxiāng
8743,7.92,描绘,Depict,miáohuì
8744,7.92,出面,Come out,chūmiàn
8745,7.92,出海,Go out of the sea,chūhǎi
8746,7.92,集邮,Philatel,jíyóu
8747,7.91,第二十,Twenty,dì
8748,7.91,拦,bar,lán
8749,7.91,外面,Outside,wàimiàn
8750,7.91,传送,Transmit,chuánsòng
8751,7.91,邻居,neighbour,línjū
8752,7.9,谢谢,thanks,xièxie
8753,7.9,出人意料,Unexpectedly,chūrényìliào
8754,7.9,覆盖面,cover area,fùgàimiàn
8755,7.9,广东宏远队,Guangdong Hongyuan,Guǎnɡdōnɡ
8756,7.9,克罗地亚队,Croatia team,Kèluódìyà
8757,7.9,制假,Fake,zhìjiǎ
8758,7.89,常昊,Frequently,cháng
8759,7.89,梨,pear,lí
8760,7.89,摄制,Mapping,shèzhì
8761,7.89,装机,Install,zhuāngjī
8762,7.89,露出,Expose,lòu
8763,7.89,争相,Struggle,zhēngxiāng
8764,7.89,1・5万,"1 · 50,000",zhēngxiāng
8765,7.88,纳粹,Nazi,nàcuì
8766,7.88,世界大学生运动会,World University Games,Shìjiè
8767,7.88,甘蔗,sugar cane,gānzhe
8768,7.88,石广生,Shi Guangsheng,dàn
8769,7.88,沙尔,Schal,shā
8770,7.88,募集,raise,mùjí
8771,7.88,重镇,Heavy town,zhòngzhèn
8772,7.88,西湖,West Lake,Xīhú
8773,7.87,最惠国,Most favored,zuì
8774,7.87,练功,Practice,liàngōng
8775,7.87,大中专,College,dà
8776,7.86,得天独厚,A very unique,détiān-dúhòu
8777,7.86,混,mix,hún
8778,7.86,所致,Cause,suǒzhì
8779,7.86,颂,Praise,sòng
8780,7.85,宽松,Loose,kuānsōng
8781,7.85,匹,match,pǐ
8782,7.85,函,letter,hán
8783,7.85,少女,Girl,shàonǚ
8784,7.85,站长,Webmaster,zhànzhǎnɡ
8785,7.85,参议员,senator,cānyìyuán
8786,7.85,藤森,Fujisen,téng
8787,7.85,强手,Strong hand,qiángshǒu
8788,7.85,超标,Excerpt,chāobiāo
8789,7.85,培植,cultivate,péizhí
8790,7.84,不负,Not negative,bù
8791,7.84,前者,former,qiánzhě
8792,7.84,吊销,revoke,diàoxiāo
8793,7.84,磨,grind,mó
8794,7.84,贵宾,VIP,guìbīn
8795,7.84,时间表,schedule,shíjiānbiǎo
8796,7.84,天气预报,Weather forecast,tiānqì
8797,7.84,登陆,Login,dēnglù
8798,7.84,窗,window,chuāng
8799,7.84,胎,fetal,tāi
8800,7.84,屠杀,massacre,túshā
8801,7.84,足额,Perfect,zú'é
8802,7.84,无奈,resignedly,wúnài
8803,7.84,全权,All right,quánquán
8804,7.84,正气,Righteousness,zhèngqì
8805,7.84,新居,new home,xīnjū
8806,7.84,消毒,disinfect,xiāodú
8807,7.84,建有,Has,jiàn
8808,7.84,醒目,Strike,xǐngmù
8809,7.84,低下,low,dīxià
8810,7.83,劣势,Disadvantage,lièshì
8811,7.83,地产,estate,dìchǎn
8812,7.83,法国政府,French government,Fǎɡuó
8813,7.83,食堂,canteen,shítáng
8814,7.83,小镇,Small town,xiǎo
8815,7.83,而今,now,érjīn
8816,7.83,退伍,Retired,tuìwǔ
8817,7.82,集结,Assemble,jíjié
8818,7.82,导航,navigation,dǎoháng
8819,7.82,石窟,grotto,shíkū
8820,7.82,联邦政府,Federal government,liánbānɡ
8821,7.82,降为,Drop,jiàng
8822,7.82,传媒,Media,chuánméi
8823,7.82,台上,Stage,táishàng
8824,7.82,看待,Look at,kàndài
8825,7.81,穿梭,shuttle,chuānsuō
8826,7.81,决,Decide,jué
8827,7.81,任建新,Ren Xinxin,rén
8828,7.8,拥挤,Crowded,yōngjǐ
8829,7.8,口蹄疫,Foot-and-mouth disease,kǒutíyì
8830,7.8,积雪,snow,jīxuě
8831,7.8,家家,Home,jiājiā
8832,7.8,刘海,Liu Hai,liúhǎir
8833,7.8,相距,Apart,xiāngjù
8834,7.79,切实可行,Feasible,qièshí-kěxínɡ
8835,7.79,污染源,Pollution source,wūrǎnyuán
8836,7.79,辛苦,Hard,xīnkǔ
8837,7.79,卢萨卡,Lusaka,Lúsàkǎ
8838,7.79,特长,Very long,tècháng
8839,7.79,辣椒,chili,làjiāo
8840,7.79,肥料,fertilizer,féiliào
8841,7.79,源远流长,Yuanyuan,yuányuǎn-liúcháng
8842,7.79,紧缩,Tighten,jǐnsuō
8843,7.78,情感,emotion,qínggǎn
8844,7.78,进货,Enter,jìnhuò
8845,7.78,闻,smell,wén
8846,7.78,危,Critical,wēi
8847,7.77,精度,Precision,jīngdù
8848,7.77,过重,too heavy,guòzhòng
8849,7.77,小泉,Small spring,xiǎo
8850,7.77,悼念,Mourning,dàoniàn
8851,7.77,曼联队,Manchester United team,màn
8852,7.77,申诉,Appeal,shēnsù
8853,7.77,炒,saute,chǎo
8854,7.77,收割,Harvest,shōugē
8855,7.77,徘徊,Hover,pái
8856,7.76,俄政府,Russian government,é
8857,7.76,化妆品,cosmetic,huàzhuāngpǐn
8858,7.76,近代,Modern,jìndài
8859,7.76,军区,military region,jūnqū
8860,7.76,宏大,grand,hóngdà
8861,7.76,队队,Team team,duì
8862,7.76,蛇,snake,shé
8863,7.76,打成,Be a,dá
8864,7.76,第二十一,the twenty-first,dì
8865,7.76,抓起,Catch up,zhuā
8866,7.76,智利队,Chile,Zhìlì
8867,7.76,电动,electric,diàndòng
8868,7.76,创出,Create,chuāng
8869,7.76,梁金雄,Liang Jinxiong,liáng
8870,7.76,刘军,Liu Jun,liú
8871,7.76,进来,Come in,jìnlái
8872,7.75,祥,Peaceful,xiáng
8873,7.75,老朋友,Old friend,lǎo
8874,7.75,流传,spread,liúchuán
8875,7.75,布雷,Bray,bùléi
8876,7.75,势必,Boundary,shìbì
8877,7.75,加工厂,Processing plant,jiāgōng
8878,7.74,水下,Underwater,shuǐxià
8879,7.74,日本人,Japanese,Rìběn
8880,7.74,主动权,Initiative,zhǔdòngquán
8881,7.74,迁移,migrate,qiānyí
8882,7.74,野外,field,yěwài
8883,7.74,生理,physiological,shēnglǐ
8884,7.73,狮,lion,shī
8885,7.73,氢,hydrogen,qīng
8886,7.73,马丁,Martin,mǎ
8887,7.73,谈及,Talk,tánjí
8888,7.73,纪念日,Commemorative day,jìniànrì
8889,7.73,柳州,Liuzhou,liǔ
8890,7.73,地毯,carpet,dìtǎn
8891,7.73,真情,truth,zhēnqíng
8892,7.73,化学武器,Chemical weapon,huàxué
8893,7.73,中标,Win a bid,zhòngbiāo
8894,7.73,预备役,Reserve,yùbèiyì
8895,7.73,粮田,Grain field,liáng
8896,7.72,伴,Accompany,bàn
8897,7.72,剪彩,Ribbon,jiǎncǎi
8898,7.72,电路,Circuit,diànlù
8899,7.72,空难,Caverness,kōngnàn
8900,7.72,来之不易,Not easy to come,láizhībùyì
8901,7.72,秘书处,Secretariat,mìshū
8902,7.71,缔结,conclude,dìjié
8903,7.71,开阔,open,kāikuò
8904,7.71,花絮,Tibdy,huāxù
8905,7.71,汇聚,Gather,huìjù
8906,7.71,官邸,official residence,guāndǐ
8907,7.7,缺口,gap,quēkǒu
8908,7.7,廉洁自律,factory reset,liánjié
8909,7.7,满载,Full load,mǎnzài
8910,7.7,为人,Be a person,wéirén
8911,7.7,躺,lie,tǎng
8912,7.7,张锦胜,Zhang Jinsheng,zhāng
8913,7.7,身影,Figure,shēnyǐng
8914,7.7,升温,Heating,shēngwēn
8915,7.7,订购,order,dìnggòu
8916,7.7,美国商务部,U.S. Department of Commerce,Měiɡuó
8917,7.7,历年,over the years,lìnián
8918,7.7,农行,Farm,nóng
8919,7.7,牧场,pasture,mùchǎng
8920,7.69,复制,copy,fùzhì
8921,7.69,震,shock,zhèn
8922,7.68,矿工,miner,kuànggōng
8923,7.68,居高不下,Height,jūgāo-bùxià
8924,7.68,东海,East China Sea,Dōnɡhǎi
8925,7.68,手持,Handheld,shǒuchí
8926,7.68,南宁市,NanNing City,Nánnínɡ
8927,7.67,轻纺,Spinning,qīngfǎng
8928,7.67,高寒,Cold,gāohán
8929,7.67,抽样调查,Sampling survey,chōuyàng
8930,7.67,惟一,Unique,wéiyī
8931,7.67,握,grip,wò
8932,7.67,损伤,damage,sǔnshāng
8933,7.67,核准,Approval,hézhǔn
8934,7.67,戈尔巴乔夫,Gorbachev,gē
8935,7.67,圣地,Holy place,shèngdì
8936,7.67,出征,Go out,chūzhēng
8937,7.67,获准,Approve,huòzhǔn
8938,7.66,二百,two hundred,èr
8939,7.66,耳,Ear,ěr
8940,7.66,推选,Elect,tuīxuǎn
8941,7.66,不当,improper,bùdàng
8942,7.66,告诫,Warn,gàojiè
8943,7.66,南下,South,nánxià
8944,7.66,现役,active duty,xiànyì
8945,7.66,检阅,review,jiǎnyuè
8946,7.66,无视,Ignore,wúshì
8947,7.66,经济危机,financial crisis,jīngjì
8948,7.66,洋溢,Overflow,yángyì
8949,7.66,议论,talk,yìlùn
8950,7.66,祝福,bless,zhùfú
8951,7.66,负面,Negative,fùmiàn
8952,7.66,整修,Renovation,zhěngxiū
8953,7.66,技战术,Skill tactics,jì
8954,7.65,亲戚,Relative,qīnqi
8955,7.65,伟,Great,wěi
8956,7.65,后代,Descendant,hòudài
8957,7.65,正规,regular,zhèngguī
8958,7.65,重中之重,Overwhelming,chóng
8959,7.64,降水,precipitation,jiàngshuǐ
8960,7.64,小朋友,kid,xiǎopéngyǒu
8961,7.64,乐园,paradise,lèyuán
8962,7.64,次日,Next day,cìrì
8963,7.64,拉莫斯,Ramos,lā
8964,7.64,钢琴,piano,gāngqín
8965,7.64,地形,terrain,dìxíng
8966,7.64,零售额,Retail,língshòu
8967,7.63,DNA,DNA,脱氧核糖核酸(英
8968,7.63,紧迫感,Urgency,jǐnpògǎn
8969,7.63,泛,pan-,fàn
8970,7.63,一会儿,For a while,yīhuìr
8971,7.62,民心,Folk heart,mínxīn
8972,7.62,洛桑,Lausanne,Luòsānɡ
8973,7.62,及早,Morning,jízǎo
8974,7.62,脆弱,Fragile,cuìruò
8975,7.62,马哈蒂尔,Mahartil,mǎ
8976,7.62,争夺战,Battle,zhēngduózhàn
8977,7.62,生产者,Producer,shēngchǎn
8978,7.62,鞍山,Anshan,ān
8979,7.62,宾,Guest,bīn
8980,7.62,数字化,Digitizing,shùzìhuà
8981,7.62,车票,ticket,chēpiào
8982,7.62,前身,Predecessor,qiánshēn
8983,7.62,35万,"350,000",qiánshēn
8984,7.61,干群,Group,gànqún
8985,7.61,慕尼黑,Munich,Mùníhēi
8986,7.61,瓦尔德内尔,Waldner,wǎ
8987,7.61,县境,County,xiàn
8988,7.61,抢修,Repair,qiǎngxiū
8989,7.61,折合,Contortion,zhéhé
8990,7.61,察看,Look at,chákàn
8991,7.6,学到,Learned,xué
8992,7.6,巨人,giant,jùrén
8993,7.6,最高人民检察院,Supreme People's Procuratorate,Zuìɡāo
8994,7.6,比尔,Bill,bǐ
8995,7.6,勉励,Encourage,miǎnlì
8996,7.59,成才,Talented,chéngcái
8997,7.59,植入,Implant,zhírù
8998,7.59,赫尔辛基,Helsinki,hè
8999,7.59,宽敞,Spacious,kuānchang
9000,7.59,滴,drop,dī
9001,7.59,西南部,Southwestern part,xīnán
9002,7.59,交界,Junction,jiāojiè
9003,7.58,牵动,affect,qiāndòng
9004,7.58,灭绝,Extinction,mièjué
9005,7.58,全书,Book,quán
9006,7.58,愁,worry,chóu
9007,7.58,年终,end of the year,niánzhōng
9008,7.57,湿,wet,shī
9009,7.57,军政,Military affairs,jūnzhèng
9010,7.57,偶然,accidental,ǒurán
9011,7.57,家门,Home,jiāmén
9012,7.57,祥和,Peaceful,xiánghé
9013,7.57,林业局,Forestry,línyè
9014,7.57,黄土高原,Loess Plateau,huángtǔ
9015,7.57,裁员,Lay off,cáiyuán
9016,7.57,欧洲足联,European Football,ōuzhōu
9017,7.56,勘察,Survey,kānchá
9018,7.56,平局,draw,píngjú
9019,7.56,爬,climb,pá
9020,7.56,身材,figure,shēncái
9021,7.56,正规化,normalization,zhèngguīhuà
9022,7.56,水污染,Water pollution,shuǐwūrǎn
9023,7.56,下放,Decentralize,xiàfàng
9024,7.56,伞,umbrella,sǎn
9025,7.56,真主党,Hezbower,zhēnzhǔ
9026,7.56,雷洁琼,Lei Jie Qiong,léi
9027,7.55,五千,Five thousand,wǔ
9028,7.55,中国科协,China Association,zhōngguó
